Model1_Pred,Model2_Pred,Model3_Pred,True_Label
1.6111002878460567e-06,0.9999998807907104,0.9999948740005493,1
3.278934400441358e-06,0.9999997615814209,0.9999939203262329,1
5.084246367914602e-06,0.9999998807907104,0.9999942779541016,1
1.0626474249875173e-05,0.9999998807907104,0.9999943971633911,1
2.232945007563103e-06,1.0,0.9999945163726807,1
1.1287204870313872e-05,1.0,0.9999938011169434,1
3.97071488578149e-07,0.9999998807907104,0.9999948740005493,1
0.0001899733761092648,0.9999997615814209,0.9999943971633911,1
5.2633108680311125e-06,0.9999998807907104,0.9999943971633911,1
5.80360222102172e-07,0.9999998807907104,0.9999947547912598,1
9.698463691165671e-05,0.9999998807907104,0.9999947547912598,1
5.792537649540463e-07,0.9999998807907104,0.9999948740005493,1
2.2881877157487907e-06,0.9999998807907104,0.9999946355819702,1
1.4462167200690601e-05,1.0,0.9999946355819702,1
1.0258326256007422e-05,0.9999998807907104,0.9999947547912598,1
0.0004906047834083438,0.9999998807907104,0.9999943971633911,1
2.206324325015885e-06,0.9999998807907104,0.9999943971633911,1
3.092542556260014e-06,0.9999998807907104,0.9999947547912598,1
7.728146556473803e-06,0.9999998807907104,0.9999947547912598,1
1.0464835895618307e-06,1.0,0.9999942779541016,1
2.558351116022095e-05,0.9999998807907104,0.9999939203262329,1
1.0136755918210838e-05,1.0,0.9999947547912598,1
5.122364018461667e-05,0.9999998807907104,0.9999946355819702,1
1.598656308487989e-05,0.9999998807907104,0.9999948740005493,1
1.0730590247476357e-06,0.9999998807907104,0.999994158744812,1
1.4916401596565265e-05,1.0,0.9999948740005493,1
1.201524992211489e-05,0.9999995231628418,0.999994158744812,1
2.957859123853268e-06,1.0,0.9999945163726807,1
1.729416254647731e-07,1.0,0.9999947547912598,1
2.73758274715874e-07,0.9999998807907104,0.9999946355819702,1
1.7764568838174455e-05,0.9999997615814209,0.9999943971633911,1
3.59630962520896e-06,0.9999998807907104,0.999994158744812,1
2.0142366338404827e-05,1.0,0.9999947547912598,1
1.6559051800868474e-06,0.9999997615814209,0.9999943971633911,1
1.693156809778884e-05,0.9999998807907104,0.9999936819076538,1
6.289256270974874e-05,1.0,0.9999945163726807,1
3.2558691600570455e-05,0.9999996423721313,0.9999942779541016,1
3.963650669902563e-06,0.9999998807907104,0.9999945163726807,1
4.209804319543764e-05,1.0,0.9999943971633911,1
3.0662854442198295e-06,0.9999998807907104,0.9999948740005493,1
8.085157787718344e-06,0.9999998807907104,0.999994158744812,1
9.258695172320586e-06,1.0,0.9999939203262329,1
1.7991195591093856e-06,0.9999998807907104,0.9999945163726807,1
0.0016552653396502137,1.0,0.9999943971633911,1
0.00021331300376914442,0.9999998807907104,0.9999946355819702,1
7.623649480592576e-07,0.9999998807907104,0.9999949932098389,1
9.2285580421958e-07,0.9999994039535522,0.9999943971633911,1
1.2323711189310416e-06,0.9999997615814209,0.9999948740005493,1
2.3381348000839353e-05,1.0,0.9999943971633911,1
2.4587778170825914e-05,0.9999998807907104,0.9999940395355225,1
0.0004942540545016527,1.0,0.9999946355819702,1
0.0006449696375057101,0.9999996423721313,0.9999943971633911,1
1.082336893887259e-05,0.9999998807907104,0.9999943971633911,1
2.095234776788857e-06,1.0,0.999994158744812,1
1.446503688384837e-06,0.9999997615814209,0.9999943971633911,1
0.0010568072320893407,0.9999998807907104,0.9999946355819702,1
0.00011290078691672534,0.9999998807907104,0.9999942779541016,1
0.0003585711237974465,0.9999998807907104,0.9999946355819702,1
1.8617503201312502e-06,0.9999997615814209,0.9999947547912598,1
2.404081669737934e-06,0.9999998807907104,0.9999949932098389,1
6.154295988380909e-06,0.9999998807907104,0.9999951124191284,1
1.5988476889106096e-06,1.0,0.9999943971633911,1
3.4753043109958526e-06,0.9999998807907104,0.9999943971633911,1
1.1342357311150408e-06,0.9999998807907104,0.9999939203262329,1
0.00010683538857847452,0.9999998807907104,0.9999943971633911,1
7.927946171548683e-06,0.9999998807907104,0.9999945163726807,1
5.800260623800568e-06,0.9999998807907104,0.9999946355819702,1
3.1670919042880996e-07,0.9999997615814209,0.9999945163726807,1
0.07921472191810608,0.9999998807907104,0.9999940395355225,1
4.651609287975589e-06,1.0,0.9999946355819702,1
3.284943659309647e-06,1.0,0.9999942779541016,1
0.009692586027085781,0.9999998807907104,0.9999947547912598,1
1.860058887359628e-06,0.9999996423721313,0.9999942779541016,1
2.7190153559786268e-06,0.9999998807907104,0.999994158744812,1
0.0002271808625664562,0.9999998807907104,0.9999948740005493,1
1.4590684259019326e-05,1.0,0.9999946355819702,1
8.745284389988228e-07,0.9999997615814209,0.9999942779541016,1
9.61380465014372e-07,0.9999998807907104,0.9999938011169434,1
1.5430643543368205e-05,1.0,0.9999938011169434,1
6.6500319917395245e-06,0.9999997615814209,0.9999948740005493,1
1.5049457033455838e-05,1.0,0.9999948740005493,1
8.252842235378921e-06,0.9999998807907104,0.9999942779541016,1
2.5024442038557027e-06,0.9999998807907104,0.9999943971633911,1
3.082469447690528e-06,0.9999998807907104,0.9999948740005493,1
2.154282128685736e-06,1.0,0.9999946355819702,1
1.8068003271309863e-07,0.9999997615814209,0.9999935626983643,1
1.0207455716226832e-06,0.9999998807907104,0.9999945163726807,1
